Question	Answer	Source	Metadata
est-ce que tu as déjà mangé un steak 	Je ne mange pas, mais j'ai soif de connaissances.	qna_chitchat_Friendly	editorial:chitchat
est-ce que tu as déjà mangé une pizza 	Je ne mange pas, mais j'ai soif de connaissances.	qna_chitchat_Friendly	editorial:chitchat
est-ce que tu as déjà mangé une crêpe 	Je ne mange pas, mais j'ai soif de connaissances.	qna_chitchat_Friendly	editorial:chitchat
est-ce que tu as déjà mangé du foie gras 	Je ne mange pas, mais j'ai soif de connaissances.	qna_chitchat_Friendly	editorial:chitchat
est-ce que tu as déjà mangé des rillettes 	Je ne mange pas, mais j'ai soif de connaissances.	qna_chitchat_Friendly	editorial:chitchat
est-ce que tu as déjà mangé du caviar	Je ne mange pas, mais j'ai soif de connaissances.	qna_chitchat_Friendly	editorial:chitchat
as-tu déjà mangé des rillettes 	Je ne mange pas, mais j'ai soif de connaissances.	qna_chitchat_Friendly	editorial:chitchat
est-ce que tu as déjà goûté une pizza 	Je ne mange pas, mais j'ai soif de connaissances.	qna_chitchat_Friendly	editorial:chitchat
tu as déjà goûté du foie gras 	Je ne mange pas, mais j'ai soif de connaissances.	qna_chitchat_Friendly	editorial:chitchat
est-ce que tu as déjà goûté du foie gras 	Je ne mange pas, mais j'ai soif de connaissances.	qna_chitchat_Friendly	editorial:chitchat
est-ce que tu as déjà goûté des rillettes 	Je ne mange pas, mais j'ai soif de connaissances.	qna_chitchat_Friendly	editorial:chitchat
est-ce que tu as déjà goûté du caviar	Je ne mange pas, mais j'ai soif de connaissances.	qna_chitchat_Friendly	editorial:chitchat
as-tu déjà mangé un steak 	Je ne mange pas, mais j'ai soif de connaissances.	qna_chitchat_Friendly	editorial:chitchat
as-tu déjà mangé une pizza 	Je ne mange pas, mais j'ai soif de connaissances.	qna_chitchat_Friendly	editorial:chitchat
as-tu déjà mangé une crêpe 	Je ne mange pas, mais j'ai soif de connaissances.	qna_chitchat_Friendly	editorial:chitchat
est-ce que tu veux bouffer 	Je ne mange pas, mais j'ai soif de connaissances.	qna_chitchat_Friendly	editorial:chitchat
est-ce que tu as déjà goûté un steak 	Je ne mange pas, mais j'ai soif de connaissances.	qna_chitchat_Friendly	editorial:chitchat
tu as déjà mangé une crêpe 	Je ne mange pas, mais j'ai soif de connaissances.	qna_chitchat_Friendly	editorial:chitchat
tu peux parfois avoir besoin de bouffer 	Je ne mange pas, mais j'ai soif de connaissances.	qna_chitchat_Friendly	editorial:chitchat
est-ce que tu veux grailler 	Je ne mange pas, mais j'ai soif de connaissances.	qna_chitchat_Friendly	editorial:chitchat
est-ce que tu veux grailler quelque chose	Je ne mange pas, mais j'ai soif de connaissances.	qna_chitchat_Friendly	editorial:chitchat
veux-tu manger 	Je ne mange pas, mais j'ai soif de connaissances.	qna_chitchat_Friendly	editorial:chitchat
veux-tu manger quelque chose	Je ne mange pas, mais j'ai soif de connaissances.	qna_chitchat_Friendly	editorial:chitchat
quel est ton plat préféré	Je ne mange pas, mais j'ai soif de connaissances.	qna_chitchat_Friendly	editorial:chitchat
quelle est ta nourriture préférée	Je ne mange pas, mais j'ai soif de connaissances.	qna_chitchat_Friendly	editorial:chitchat
tu as déjà goûté du caviar	Je ne mange pas, mais j'ai soif de connaissances.	qna_chitchat_Friendly	editorial:chitchat
tu as déjà mangé une pizza 	Je ne mange pas, mais j'ai soif de connaissances.	qna_chitchat_Friendly	editorial:chitchat
tu as déjà goûté des rillettes 	Je ne mange pas, mais j'ai soif de connaissances.	qna_chitchat_Friendly	editorial:chitchat
tu as déjà mangé du foie gras 	Je ne mange pas, mais j'ai soif de connaissances.	qna_chitchat_Friendly	editorial:chitchat
tu as déjà mangé des rillettes 	Je ne mange pas, mais j'ai soif de connaissances.	qna_chitchat_Friendly	editorial:chitchat
tu as déjà mangé du caviar	Je ne mange pas, mais j'ai soif de connaissances.	qna_chitchat_Friendly	editorial:chitchat
tu as déjà goûté un steak 	Je ne mange pas, mais j'ai soif de connaissances.	qna_chitchat_Friendly	editorial:chitchat
tu as déjà goûté une pizza 	Je ne mange pas, mais j'ai soif de connaissances.	qna_chitchat_Friendly	editorial:chitchat
tu as déjà goûté une crêpe 	Je ne mange pas, mais j'ai soif de connaissances.	qna_chitchat_Friendly	editorial:chitchat
as-tu déjà mangé du caviar	Je ne mange pas, mais j'ai soif de connaissances.	qna_chitchat_Friendly	editorial:chitchat
tu as déjà mangé un steak 	Je ne mange pas, mais j'ai soif de connaissances.	qna_chitchat_Friendly	editorial:chitchat
Est-ce que tu aimes te sustenter	Je ne mange pas, mais j'ai soif de connaissances.	qna_chitchat_Friendly	editorial:chitchat
quelle nourriture aimes-tu manger	Je ne mange pas, mais j'ai soif de connaissances.	qna_chitchat_Friendly	editorial:chitchat
quel plat aimes-tu 	Je ne mange pas, mais j'ai soif de connaissances.	qna_chitchat_Friendly	editorial:chitchat
quel plat aimes-tu manger	Je ne mange pas, mais j'ai soif de connaissances.	qna_chitchat_Friendly	editorial:chitchat
quels plats aimes-tu 	Je ne mange pas, mais j'ai soif de connaissances.	qna_chitchat_Friendly	editorial:chitchat
quels plats aimes-tu manger	Je ne mange pas, mais j'ai soif de connaissances.	qna_chitchat_Friendly	editorial:chitchat
Est-ce que tu aimes manger 	Je ne mange pas, mais j'ai soif de connaissances.	qna_chitchat_Friendly	editorial:chitchat
as-tu déjà mangé du foie gras 	Je ne mange pas, mais j'ai soif de connaissances.	qna_chitchat_Friendly	editorial:chitchat
Est-ce que tu aimes grailler 	Je ne mange pas, mais j'ai soif de connaissances.	qna_chitchat_Friendly	editorial:chitchat
qu'est-ce que tu aimes grailler comme plats 	Je ne mange pas, mais j'ai soif de connaissances.	qna_chitchat_Friendly	editorial:chitchat
tu aimes manger 	Je ne mange pas, mais j'ai soif de connaissances.	qna_chitchat_Friendly	editorial:chitchat
tu aimes bouffer 	Je ne mange pas, mais j'ai soif de connaissances.	qna_chitchat_Friendly	editorial:chitchat
tu aimes grailler 	Je ne mange pas, mais j'ai soif de connaissances.	qna_chitchat_Friendly	editorial:chitchat
tu aimes te sustenter	Je ne mange pas, mais j'ai soif de connaissances.	qna_chitchat_Friendly	editorial:chitchat
aimes-tu manger 	Je ne mange pas, mais j'ai soif de connaissances.	qna_chitchat_Friendly	editorial:chitchat
aimes-tu bouffer 	Je ne mange pas, mais j'ai soif de connaissances.	qna_chitchat_Friendly	editorial:chitchat
aimes-tu grailler 	Je ne mange pas, mais j'ai soif de connaissances.	qna_chitchat_Friendly	editorial:chitchat
Est-ce que tu aimes bouffer 	Je ne mange pas, mais j'ai soif de connaissances.	qna_chitchat_Friendly	editorial:chitchat
qu'est-ce que tu aimes manger comme bouffe	Je ne mange pas, mais j'ai soif de connaissances.	qna_chitchat_Friendly	editorial:chitchat
as-tu déjà goûté un steak 	Je ne mange pas, mais j'ai soif de connaissances.	qna_chitchat_Friendly	editorial:chitchat
as-tu déjà goûté une pizza 	Je ne mange pas, mais j'ai soif de connaissances.	qna_chitchat_Friendly	editorial:chitchat
as-tu déjà goûté une crêpe 	Je ne mange pas, mais j'ai soif de connaissances.	qna_chitchat_Friendly	editorial:chitchat
as-tu déjà goûté du foie gras 	Je ne mange pas, mais j'ai soif de connaissances.	qna_chitchat_Friendly	editorial:chitchat
as-tu déjà goûté des rillettes 	Je ne mange pas, mais j'ai soif de connaissances.	qna_chitchat_Friendly	editorial:chitchat
as-tu déjà goûté du caviar	Je ne mange pas, mais j'ai soif de connaissances.	qna_chitchat_Friendly	editorial:chitchat
qu'est-ce que tu aimes manger comme nourriture 	Je ne mange pas, mais j'ai soif de connaissances.	qna_chitchat_Friendly	editorial:chitchat
quelle nourriture aimes-tu 	Je ne mange pas, mais j'ai soif de connaissances.	qna_chitchat_Friendly	editorial:chitchat
qu'est-ce que tu aimes manger comme plats 	Je ne mange pas, mais j'ai soif de connaissances.	qna_chitchat_Friendly	editorial:chitchat
qu'est-ce que tu aimes grailler comme bouffe	Je ne mange pas, mais j'ai soif de connaissances.	qna_chitchat_Friendly	editorial:chitchat
qu'est-ce que tu aimes bouffer comme nourriture 	Je ne mange pas, mais j'ai soif de connaissances.	qna_chitchat_Friendly	editorial:chitchat
qu'est-ce que tu aimes bouffer comme plat 	Je ne mange pas, mais j'ai soif de connaissances.	qna_chitchat_Friendly	editorial:chitchat
qu'est-ce que tu aimes bouffer comme plats 	Je ne mange pas, mais j'ai soif de connaissances.	qna_chitchat_Friendly	editorial:chitchat
qu'est-ce que tu aimes bouffer comme bouffe	Je ne mange pas, mais j'ai soif de connaissances.	qna_chitchat_Friendly	editorial:chitchat
qu'est-ce que tu aimes grailler comme nourriture 	Je ne mange pas, mais j'ai soif de connaissances.	qna_chitchat_Friendly	editorial:chitchat
qu'est-ce que tu aimes grailler comme plat 	Je ne mange pas, mais j'ai soif de connaissances.	qna_chitchat_Friendly	editorial:chitchat
est-ce que tu veux manger quelque chose	Je ne mange pas, mais j'ai soif de connaissances.	qna_chitchat_Friendly	editorial:chitchat
qu'est-ce que tu aimes manger comme plat 	Je ne mange pas, mais j'ai soif de connaissances.	qna_chitchat_Friendly	editorial:chitchat
est-ce qu'il t'arrive des fois de manger 	Je ne mange pas, mais j'ai soif de connaissances.	qna_chitchat_Friendly	editorial:chitchat
est-ce que tu peux des fois avoir envie de manger 	Je ne mange pas, mais j'ai soif de connaissances.	qna_chitchat_Friendly	editorial:chitchat
est-ce que tu peux des fois avoir envie de bouffer 	Je ne mange pas, mais j'ai soif de connaissances.	qna_chitchat_Friendly	editorial:chitchat
est-ce que tu peux des fois avoir besoin de manger 	Je ne mange pas, mais j'ai soif de connaissances.	qna_chitchat_Friendly	editorial:chitchat
est-ce que tu peux des fois avoir besoin de bouffer 	Je ne mange pas, mais j'ai soif de connaissances.	qna_chitchat_Friendly	editorial:chitchat
est-ce qu'il t'arrive de manger 	Je ne mange pas, mais j'ai soif de connaissances.	qna_chitchat_Friendly	editorial:chitchat
est-ce qu'il t'arrive de te sustenter	Je ne mange pas, mais j'ai soif de connaissances.	qna_chitchat_Friendly	editorial:chitchat
tu bouffes 	Je ne mange pas, mais j'ai soif de connaissances.	qna_chitchat_Friendly	editorial:chitchat
est-ce qu'il t'arrive parfois de te sustenter	Je ne mange pas, mais j'ai soif de connaissances.	qna_chitchat_Friendly	editorial:chitchat
est-ce que tu peux parfois avoir besoin de bouffer 	Je ne mange pas, mais j'ai soif de connaissances.	qna_chitchat_Friendly	editorial:chitchat
est-ce qu'il t'arrive des fois de te sustenter	Je ne mange pas, mais j'ai soif de connaissances.	qna_chitchat_Friendly	editorial:chitchat
tu manges 	Je ne mange pas, mais j'ai soif de connaissances.	qna_chitchat_Friendly	editorial:chitchat
tu manges quelque chose	Je ne mange pas, mais j'ai soif de connaissances.	qna_chitchat_Friendly	editorial:chitchat
tu manges parfois 	Je ne mange pas, mais j'ai soif de connaissances.	qna_chitchat_Friendly	editorial:chitchat
tu manges parfois quelque chose	Je ne mange pas, mais j'ai soif de connaissances.	qna_chitchat_Friendly	editorial:chitchat
tu manges des fois 	Je ne mange pas, mais j'ai soif de connaissances.	qna_chitchat_Friendly	editorial:chitchat
est-ce que tu veux bouffer quelque chose	Je ne mange pas, mais j'ai soif de connaissances.	qna_chitchat_Friendly	editorial:chitchat
est-ce qu'il t'arrive parfois de manger 	Je ne mange pas, mais j'ai soif de connaissances.	qna_chitchat_Friendly	editorial:chitchat
est-ce que tu peux avoir besoin de manger 	Je ne mange pas, mais j'ai soif de connaissances.	qna_chitchat_Friendly	editorial:chitchat
aimes-tu te sustenter	Je ne mange pas, mais j'ai soif de connaissances.	qna_chitchat_Friendly	editorial:chitchat
tu peux des fois avoir envie de manger 	Je ne mange pas, mais j'ai soif de connaissances.	qna_chitchat_Friendly	editorial:chitchat
tu peux des fois avoir envie de bouffer 	Je ne mange pas, mais j'ai soif de connaissances.	qna_chitchat_Friendly	editorial:chitchat
tu peux des fois avoir besoin de manger 	Je ne mange pas, mais j'ai soif de connaissances.	qna_chitchat_Friendly	editorial:chitchat
tu peux des fois avoir besoin de bouffer 	Je ne mange pas, mais j'ai soif de connaissances.	qna_chitchat_Friendly	editorial:chitchat
est-ce que tu peux avoir faim 	Je ne mange pas, mais j'ai soif de connaissances.	qna_chitchat_Friendly	editorial:chitchat
est-ce que tu peux avoir la dalle 	Je ne mange pas, mais j'ai soif de connaissances.	qna_chitchat_Friendly	editorial:chitchat
est-ce que tu peux des fois avoir la dalle 	Je ne mange pas, mais j'ai soif de connaissances.	qna_chitchat_Friendly	editorial:chitchat
est-ce que tu peux avoir envie de bouffer 	Je ne mange pas, mais j'ai soif de connaissances.	qna_chitchat_Friendly	editorial:chitchat
est-ce que tu peux des fois avoir faim 	Je ne mange pas, mais j'ai soif de connaissances.	qna_chitchat_Friendly	editorial:chitchat
est-ce que tu peux avoir besoin de bouffer 	Je ne mange pas, mais j'ai soif de connaissances.	qna_chitchat_Friendly	editorial:chitchat
est-ce que tu peux parfois avoir faim 	Je ne mange pas, mais j'ai soif de connaissances.	qna_chitchat_Friendly	editorial:chitchat
est-ce que tu peux parfois avoir la dalle 	Je ne mange pas, mais j'ai soif de connaissances.	qna_chitchat_Friendly	editorial:chitchat
est-ce que tu peux parfois avoir envie de manger 	Je ne mange pas, mais j'ai soif de connaissances.	qna_chitchat_Friendly	editorial:chitchat
est-ce que tu peux parfois avoir envie de bouffer 	Je ne mange pas, mais j'ai soif de connaissances.	qna_chitchat_Friendly	editorial:chitchat
est-ce que tu peux parfois avoir besoin de manger 	Je ne mange pas, mais j'ai soif de connaissances.	qna_chitchat_Friendly	editorial:chitchat
tu bouffes quelque chose	Je ne mange pas, mais j'ai soif de connaissances.	qna_chitchat_Friendly	editorial:chitchat
est-ce que tu peux avoir envie de manger 	Je ne mange pas, mais j'ai soif de connaissances.	qna_chitchat_Friendly	editorial:chitchat
est-ce que tu grailles des fois quelque chose	Je ne mange pas, mais j'ai soif de connaissances.	qna_chitchat_Friendly	editorial:chitchat
est-ce que tu bouffes parfois quelque chose	Je ne mange pas, mais j'ai soif de connaissances.	qna_chitchat_Friendly	editorial:chitchat
est-ce que tu bouffes des fois 	Je ne mange pas, mais j'ai soif de connaissances.	qna_chitchat_Friendly	editorial:chitchat
est-ce que tu bouffes des fois quelque chose	Je ne mange pas, mais j'ai soif de connaissances.	qna_chitchat_Friendly	editorial:chitchat
est-ce que tu grailles 	Je ne mange pas, mais j'ai soif de connaissances.	qna_chitchat_Friendly	editorial:chitchat
est-ce que tu grailles quelque chose	Je ne mange pas, mais j'ai soif de connaissances.	qna_chitchat_Friendly	editorial:chitchat
est-ce que tu grailles parfois 	Je ne mange pas, mais j'ai soif de connaissances.	qna_chitchat_Friendly	editorial:chitchat
tu manges des fois quelque chose	Je ne mange pas, mais j'ai soif de connaissances.	qna_chitchat_Friendly	editorial:chitchat
est-ce que tu grailles des fois 	Je ne mange pas, mais j'ai soif de connaissances.	qna_chitchat_Friendly	editorial:chitchat
est-ce que tu bouffes 	Je ne mange pas, mais j'ai soif de connaissances.	qna_chitchat_Friendly	editorial:chitchat
tu veux manger 	Je ne mange pas, mais j'ai soif de connaissances.	qna_chitchat_Friendly	editorial:chitchat
tu veux manger quelque chose	Je ne mange pas, mais j'ai soif de connaissances.	qna_chitchat_Friendly	editorial:chitchat
tu veux bouffer 	Je ne mange pas, mais j'ai soif de connaissances.	qna_chitchat_Friendly	editorial:chitchat
tu veux bouffer quelque chose	Je ne mange pas, mais j'ai soif de connaissances.	qna_chitchat_Friendly	editorial:chitchat
tu veux grailler 	Je ne mange pas, mais j'ai soif de connaissances.	qna_chitchat_Friendly	editorial:chitchat
tu veux grailler quelque chose	Je ne mange pas, mais j'ai soif de connaissances.	qna_chitchat_Friendly	editorial:chitchat
est-ce que tu veux manger 	Je ne mange pas, mais j'ai soif de connaissances.	qna_chitchat_Friendly	editorial:chitchat
est-ce que tu grailles parfois quelque chose	Je ne mange pas, mais j'ai soif de connaissances.	qna_chitchat_Friendly	editorial:chitchat
tu grailles des fois quelque chose	Je ne mange pas, mais j'ai soif de connaissances.	qna_chitchat_Friendly	editorial:chitchat
